id,region,lga,ward,pump_age,extraction_type,quantity,p_non_functional,predicted_status,population_est,priority_score,action,priority_tier
39895,Mwanza,Ukerewe,Nakatuguru,0.0,other,insufficient,0.0982,functional,246.0,24.2,5. Aucune action,P3
67059,Kagera,Ngara,Kanazi,,gravity,insufficient,0.161,functional,150.0,24.2,5. Aucune action,P3
72653,Kagera,Chato,Buziku,,nira/tanira,enough,0.1614,functional,150.0,24.2,5. Aucune action,P3
74152,Iringa,Njombe,Ilembula,27.0,gravity,insufficient,0.0969,functional,250.0,24.2,5. Aucune action,P3
6635,Kagera,Biharamulo,Lusahunga,,gravity,seasonal,0.1613,functional,150.0,24.2,5. Aucune action,P3
39395,Pwani,Mafia,Baleni,,afridev,enough,0.0404,functional,600.0,24.2,5. Aucune action,P3
13696,Arusha,Meru,Songoro,5.0,gravity,insufficient,0.0965,functional,250.0,24.1,5. Aucune action,P3
552,Kigoma,Kasulu,Muzye,11.0,other,enough,0.0688,functional,350.0,24.1,5. Aucune action,P3
26116,Iringa,Mufindi,Rungemba,11.0,swn 80,enough,0.4454,functional,54.0,24.1,4. Inspection de contrôle,P3
32635,Kagera,Ngara,Kirushya,,gravity,enough,0.1608,functional,150.0,24.1,5. Aucune action,P3
39295,Arusha,Arusha Rural,Olkokola,23.0,gravity,insufficient,0.1607,functional,150.0,24.1,5. Aucune action,P3
73212,Rukwa,Mpanda,Inyonga,25.0,india mark ii,enough,0.4814,non functional,50.0,24.1,4. Inspection de contrôle,P3
56401,Mbeya,Mbarali,Igurusi,,gravity,seasonal,0.1607,functional needs repair,150.0,24.1,5. Aucune action,P3
4298,Dodoma,Mpwapwa,Kibakwe,,gravity,enough,0.1607,functional,150.0,24.1,5. Aucune action,P3
12933,Kigoma,Kasulu,Munzenze,13.0,gravity,enough,0.0445,functional,540.0,24.0,5. Aucune action,P3
6597,Mara,Serengeti,Issenye,3.0,other - rope pump,insufficient,0.0453,functional,530.0,24.0,5. Aucune action,P3
32679,Shinyanga,Bariadi,Nyakabindi,,nira/tanira,enough,0.0479,functional,500.0,24.0,5. Aucune action,P3
7250,Morogoro,Morogoro Urban,Boma,25.0,gravity,insufficient,0.1843,functional,130.0,24.0,5. Aucune action,P3
49339,Shinyanga,Kishapu,Songwa,,other,enough,0.0481,functional needs repair,500.0,24.0,5. Aucune action,P3
37406,Tabora,Igunga,Choma,,submersible,insufficient,0.1602,functional,150.0,24.0,5. Aucune action,P3
27564,Morogoro,Mvomero,Diongoya,3.0,other,dry,0.4794,functional,50.0,24.0,1. Étude hydrogéologique,P3
40147,Shinyanga,Kishapu,Songwa,,other,insufficient,0.0481,functional needs repair,500.0,24.0,5. Aucune action,P3
27820,Manyara,Hanang,Measkron,5.0,gravity,enough,0.1158,functional,207.0,24.0,5. Aucune action,P3
6294,Arusha,Meru,Songoro,18.0,gravity,insufficient,0.4288,functional,56.0,24.0,4. Inspection de contrôle,P3
21923,Iringa,Iringa Rural,Maboga,3.0,swn 80,enough,0.1143,functional,210.0,24.0,5. Aucune action,P3
32573,Arusha,Arusha Rural,Olkokola,23.0,gravity,insufficient,0.1601,functional,150.0,24.0,5. Aucune action,P3
27420,Tanga,Mkinga,Maramba,40.0,gravity,insufficient,0.1199,functional,200.0,24.0,5. Aucune action,P3
1188,Shinyanga,Maswa,Busilili,,nira/tanira,enough,0.0479,functional,500.0,24.0,5. Aucune action,P3
57837,Dodoma,Kondoa,Mrijo,,mono,enough,0.1599,functional needs repair,150.0,24.0,5. Aucune action,P3
884,Kagera,Ngara,Nyamiyaga,,gravity,seasonal,0.16,functional,150.0,24.0,5. Aucune action,P3
16368,Morogoro,Kilosa,Msowero,8.0,swn 80,insufficient,0.0751,functional,320.0,24.0,5. Aucune action,P3
17475,Kagera,Karagwe,Kimuli,,gravity,seasonal,0.1603,functional,150.0,24.0,5. Aucune action,P3
53462,Mbeya,Rungwe,Lupata,,gravity,enough,0.1593,functional,150.0,23.9,5. Aucune action,P3
23227,Mbeya,Mbeya Rural,Ulenje,,gravity,enough,0.1591,functional,150.0,23.9,5. Aucune action,P3
48622,Kagera,Biharamulo,Nyabusozi,,gravity,seasonal,0.1592,functional,150.0,23.9,5. Aucune action,P3
22599,Tanga,Pangani,Bweni,6.0,nira/tanira,insufficient,0.4354,functional,55.0,23.9,4. Inspection de contrôle,P3
44553,Kagera,Biharamulo,Nyabusozi,,gravity,seasonal,0.1592,functional,150.0,23.9,5. Aucune action,P3
31012,Singida,Iramba,Kaselya,23.0,afridev,enough,0.0352,functional,680.0,23.9,5. Aucune action,P3
73856,Kilimanjaro,Same,Suji,35.0,gravity,insufficient,0.2656,functional,90.0,23.9,5. Aucune action,P3
65198,Mbeya,Rungwe,Lupata,,gravity,enough,0.1593,functional,150.0,23.9,5. Aucune action,P3
48596,Kigoma,Kasulu,Muhunga,14.0,gravity,enough,0.0682,functional,350.0,23.9,5. Aucune action,P3
3741,Arusha,Longido,Tingatinga,33.0,gravity,insufficient,0.477,non functional,50.0,23.8,4. Inspection de contrôle,P3
32171,Shinyanga,Bukombe,Ilolangulu,,nira/tanira,dry,0.0475,functional,500.0,23.8,1. Étude hydrogéologique,P3
43867,Dodoma,Mpwapwa,Luhundwa,,gravity,enough,0.1587,functional needs repair,150.0,23.8,5. Aucune action,P3
25360,Arusha,Meru,Kikwe,3.0,gravity,insufficient,0.0475,functional,500.0,23.8,5. Aucune action,P3
46131,Kilimanjaro,Hai,Masama Rundugai,3.0,gravity,enough,0.0567,functional,420.0,23.8,5. Aucune action,P3
47218,Mwanza,Sengerema,Katwe,,other,enough,0.0595,functional,400.0,23.8,5. Aucune action,P3
23980,Tanga,Mkinga,Duga,40.0,other,insufficient,0.119,functional,200.0,23.8,5. Aucune action,P3
36029,Dodoma,Mpwapwa,Ipera,,nira/tanira,enough,0.1588,functional,150.0,23.8,5. Aucune action,P3
7205,Shinyanga,Maswa,Shishiyu,,nira/tanira,enough,0.0476,functional,500.0,23.8,5. Aucune action,P3
7487,Mbeya,Kyela,Ikama,,nira/tanira,enough,0.1587,functional,150.0,23.8,5. Aucune action,P3
21265,Dodoma,Mpwapwa,Ipera,,nira/tanira,enough,0.1588,functional,150.0,23.8,5. Aucune action,P3
376,Iringa,Mufindi,Rungemba,11.0,swn 80,enough,0.4415,functional,54.0,23.8,4. Inspection de contrôle,P3
23422,Iringa,Mufindi,Rungemba,11.0,swn 80,enough,0.4415,functional,54.0,23.8,4. Inspection de contrôle,P3
73050,Lindi,Kilwa,Songosongo,7.0,submersible,enough,0.2376,functional,100.0,23.8,5. Aucune action,P3
43517,Mbeya,Mbozi,Ruanda,,nira/tanira,insufficient,0.2963,functional,80.0,23.7,5. Aucune action,P3
22851,Arusha,Meru,Nkoanrua,2.0,gravity,enough,0.1973,functional,120.0,23.7,5. Aucune action,P3
57804,Mtwara,Mtwara Urban,Mtonya,3.0,submersible,unknown,0.1579,functional,150.0,23.7,5. Aucune action,P3
58194,Arusha,Arusha Rural,Nduruma,13.0,gravity,insufficient,0.2369,functional,100.0,23.7,5. Aucune action,P3
6048,Kagera,Biharamulo,Nyabusozi,,gravity,enough,0.1577,functional,150.0,23.7,5. Aucune action,P3
9453,Arusha,Arusha Rural,Nduruma,13.0,gravity,insufficient,0.2369,functional,100.0,23.7,5. Aucune action,P3
3449,Rukwa,Nkasi,Namanyere,18.0,india mark ii,insufficient,0.079,functional,300.0,23.7,5. Aucune action,P3
71944,Morogoro,Kilosa,Masanze,30.0,swn 80,insufficient,0.0948,functional,250.0,23.7,5. Aucune action,P3
12535,Arusha,Arusha Rural,Nduruma,13.0,gravity,insufficient,0.2369,functional,100.0,23.7,5. Aucune action,P3
9938,Ruvuma,Songea Rural,Tanga,23.0,india mark ii,seasonal,0.0525,functional,450.0,23.6,5. Aucune action,P3
54833,Morogoro,Kilosa,Ruhembe,0.0,submersible,enough,0.3148,functional,75.0,23.6,5. Aucune action,P3
16134,Arusha,Arusha Rural,Sokoni II,14.0,gravity,enough,0.1182,functional,200.0,23.6,5. Aucune action,P3
61807,Kilimanjaro,Mwanga,Kilomeni,22.0,gravity,insufficient,0.3021,functional needs repair,78.0,23.6,5. Aucune action,P3
29672,Kigoma,Kasulu,Titye,35.0,gravity,enough,0.1659,functional,142.0,23.6,5. Aucune action,P3
64670,Arusha,Arusha Rural,Sokoni II,14.0,gravity,enough,0.1182,functional,200.0,23.6,5. Aucune action,P3
45100,Dodoma,Dodoma Urban,Nzuguni,,submersible,insufficient,0.1574,functional,150.0,23.6,5. Aucune action,P3
39074,Manyara,Mbulu,Maghang,26.0,mono,enough,0.0517,functional,457.0,23.6,5. Aucune action,P3
69447,Morogoro,Ulanga,Chirombola,11.0,gravity,enough,0.2358,functional,100.0,23.6,5. Aucune action,P3
48558,Kilimanjaro,Mwanga,Kwakoa,21.0,gravity,insufficient,0.1958,functional,120.0,23.5,5. Aucune action,P3
1506,Morogoro,Kilombero,Kibaoni,29.0,swn 80,insufficient,0.1177,functional,200.0,23.5,5. Aucune action,P3
27883,Arusha,Arusha Rural,Oltrumet,3.0,gravity,enough,0.1174,functional,200.0,23.5,5. Aucune action,P3
67085,Dodoma,Mpwapwa,Kibakwe,,submersible,insufficient,0.1567,functional,150.0,23.5,5. Aucune action,P3
67630,Singida,Iramba,Nduguti,4.0,gravity,seasonal,0.1513,functional,155.0,23.5,5. Aucune action,P3
24954,Manyara,Simanjiro,Mererani,9.0,submersible,enough,0.1174,functional,200.0,23.5,5. Aucune action,P3
36028,Arusha,Longido,Namanga,16.0,gravity,insufficient,0.094,functional,250.0,23.5,5. Aucune action,P3
12821,Dodoma,Mpwapwa,Luhundwa,,gravity,insufficient,0.1566,functional,150.0,23.5,5. Aucune action,P3
56921,Dodoma,Mpwapwa,Kibakwe,,submersible,insufficient,0.1567,functional,150.0,23.5,5. Aucune action,P3
67891,Pwani,Bagamoyo,Chalinze,1.0,ksb,enough,0.1557,functional,150.0,23.4,5. Aucune action,P3
13103,Kigoma,Kigoma Rural,Bitale,31.0,gravity,enough,0.1799,functional needs repair,130.0,23.4,5. Aucune action,P3
66429,Shinyanga,Shinyanga Rural,Mwakitolyo,,nira/tanira,enough,0.0469,functional,500.0,23.4,5. Aucune action,P3
5439,Morogoro,Kilosa,Masanze,6.0,swn 80,insufficient,0.0936,functional,250.0,23.4,5. Aucune action,P3
57561,Morogoro,Mvomero,Diongoya,31.0,swn 80,insufficient,0.1559,functional,150.0,23.4,5. Aucune action,P3
1597,Kilimanjaro,Same,Hedaru,11.0,gravity,enough,0.2338,functional needs repair,100.0,23.4,5. Aucune action,P3
65912,Shinyanga,Bariadi,Ikungulyabashashi,,nira/tanira,enough,0.0467,functional,500.0,23.3,5. Aucune action,P3
59440,Pwani,Bagamoyo,Chalinze,6.0,ksb,enough,0.4664,functional,50.0,23.3,4. Inspection de contrôle,P3
52306,Manyara,Babati,Dareda,5.0,gravity,insufficient,0.0846,functional,276.0,23.3,5. Aucune action,P3
50629,Morogoro,Kilosa,Gairo,1.0,gravity,enough,0.1552,functional,150.0,23.3,5. Aucune action,P3
61325,Tanga,Kilindi,Mvungwe,2.0,gravity,seasonal,0.0466,functional,500.0,23.3,5. Aucune action,P3
5141,Mbeya,Mbarali,Igurusi,,gravity,seasonal,0.1553,functional needs repair,150.0,23.3,5. Aucune action,P3
21868,Arusha,Arusha Rural,Moshono,13.0,gravity,insufficient,0.0251,functional,930.0,23.3,5. Aucune action,P3
24833,Mtwara,Tandahimba,Mahuta,41.0,ksb,enough,0.0416,functional,560.0,23.3,5. Aucune action,P3
64344,Shinyanga,Shinyanga Rural,Tinde,,nira/tanira,insufficient,0.0467,functional,500.0,23.3,5. Aucune action,P3
14035,Ruvuma,Mbinga,Tingi,15.0,gravity,enough,0.3891,functional,60.0,23.3,4. Inspection de contrôle,P3
26244,Mbeya,Mbarali,Igurusi,,gravity,seasonal,0.1553,functional needs repair,150.0,23.3,5. Aucune action,P3
45292,Iringa,Njombe,Luduga,33.0,gravity,enough,0.243,functional,96.0,23.3,5. Aucune action,P3
45049,Dodoma,Kondoa,Mnenia,,mono,insufficient,0.1548,functional,150.0,23.2,5. Aucune action,P3
18309,Pwani,Bagamoyo,Magomeni,0.0,india mark ii,enough,0.058,functional,400.0,23.2,5. Aucune action,P3
71316,Mara,Serengeti,Mugumu Urban,2.0,submersible,insufficient,0.0387,functional,600.0,23.2,5. Aucune action,P3
21436,Kagera,Karagwe,Rwabere,,nira/tanira,enough,0.155,functional,150.0,23.2,5. Aucune action,P3
42930,Shinyanga,Bariadi,Sakwe,,nira/tanira,enough,0.0464,functional,500.0,23.2,5. Aucune action,P3
14853,Mbeya,Chunya,Makongorosi,,mono,enough,0.1544,functional needs repair,150.0,23.2,5. Aucune action,P3
36651,Iringa,Njombe,Wanging'ombe,33.0,gravity,enough,0.3095,functional,75.0,23.2,5. Aucune action,P3
14474,Kigoma,Kigoma Rural,Sunuka,7.0,gravity,enough,0.0463,functional needs repair,500.0,23.2,5. Aucune action,P3
4453,Arusha,Meru,Ngarenanyuki,,gravity,enough,0.1933,functional,120.0,23.2,5. Aucune action,P3
38020,Mbeya,Chunya,Makongorosi,,mono,enough,0.1544,functional needs repair,150.0,23.2,5. Aucune action,P3
17202,Shinyanga,Bariadi,Sakwe,,nira/tanira,enough,0.0464,functional,500.0,23.2,5. Aucune action,P3
50644,Shinyanga,Bariadi,Sakwe,,nira/tanira,enough,0.0464,functional,500.0,23.2,5. Aucune action,P3
10208,Morogoro,Mvomero,Diongoya,1.0,submersible,insufficient,0.129,functional,180.0,23.2,5. Aucune action,P3
33810,Dodoma,Kongwa,Hogoro,,mono,insufficient,0.1539,functional,150.0,23.1,5. Aucune action,P3
11225,Kilimanjaro,Hai,Masama Rundugai,3.0,gravity,enough,0.0413,functional,560.0,23.1,5. Aucune action,P3
61746,Pwani,Mafia,Baleni,,nira/tanira,enough,0.1927,functional,120.0,23.1,5. Aucune action,P3
49784,Kilimanjaro,Same,Mwembe,2.0,gravity,insufficient,0.055,functional,420.0,23.1,5. Aucune action,P3
25560,Mbeya,Mbozi,Igamba,,gravity,enough,0.1543,functional,150.0,23.1,5. Aucune action,P3
11477,Mbeya,Mbozi,Ruanda,,nira/tanira,insufficient,0.2893,functional,80.0,23.1,5. Aucune action,P3
71332,Shinyanga,Bariadi,Dutwa,,swn 80,insufficient,0.0459,functional needs repair,500.0,23.0,5. Aucune action,P3
21356,Kigoma,Kasulu,Muhinda,17.0,gravity,enough,0.1151,functional,200.0,23.0,5. Aucune action,P3
60847,Manyara,Mbulu,Daudi,34.0,nira/tanira,enough,0.0633,functional,363.0,23.0,5. Aucune action,P3
28004,Iringa,Ludewa,Lupanga,7.0,gravity,enough,0.1533,functional,150.0,23.0,5. Aucune action,P3
71892,Kagera,Biharamulo,Runazi,,afridev,enough,0.1534,functional,150.0,23.0,5. Aucune action,P3
9212,Mtwara,Nanyumbu,Nandete,27.0,india mark ii,seasonal,0.4595,functional,50.0,23.0,4. Inspection de contrôle,P3
54170,Arusha,Arusha Rural,Sokoni II,14.0,gravity,enough,0.1148,functional,200.0,23.0,5. Aucune action,P3
33708,Morogoro,Kilombero,Mbingu,5.0,afridev,insufficient,0.0383,functional,600.0,23.0,5. Aucune action,P3
32886,Rukwa,Mpanda,Mtapenda,1.0,nira/tanira,insufficient,0.0767,functional,300.0,23.0,5. Aucune action,P3
37035,Morogoro,Kilombero,Mchombe,1.0,other - rope pump,insufficient,0.023,functional,1000.0,23.0,5. Aucune action,P3
21181,Iringa,Njombe,Makambako,2.0,nira/tanira,enough,0.191,functional,120.0,22.9,5. Aucune action,P3
45330,Kigoma,Kasulu,Ruhita,3.0,gravity,enough,0.0956,functional,240.0,22.9,5. Aucune action,P3
3469,Rukwa,Mpanda,Kibaoni,5.0,nira/tanira,enough,0.0764,functional,300.0,22.9,5. Aucune action,P3
43970,Kilimanjaro,Mwanga,Ngujini,9.0,gravity,insufficient,0.2542,functional,90.0,22.9,5. Aucune action,P3
67417,Kilimanjaro,Same,Hedaru,13.0,gravity,insufficient,0.1528,functional,150.0,22.9,5. Aucune action,P3
42177,Iringa,Njombe,Kifanya,5.0,submersible,insufficient,0.9107,non functional,25.0,22.8,3. Réparation,P3
51489,Kilimanjaro,Hai,Machame Kusini,3.0,gravity,enough,0.091,functional,250.0,22.8,5. Aucune action,P3
18190,Arusha,Longido,Longido,18.0,gravity,seasonal,0.0912,functional,250.0,22.8,5. Aucune action,P3
42365,Lindi,Lindi Rural,Mtama,2.0,india mark ii,enough,0.0962,functional,237.0,22.8,5. Aucune action,P3
24509,Dodoma,Kondoa,Soera,,mono,enough,0.1521,functional,150.0,22.8,5. Aucune action,P3
67682,Arusha,Arusha Rural,Olkokola,8.0,gravity,enough,0.1518,functional,150.0,22.8,5. Aucune action,P3
58803,Tabora,Igunga,Igoweko,,india mark ii,enough,0.1518,functional,150.0,22.8,5. Aucune action,P3
21438,Kagera,Biharamulo,Biharamulo Urban,,nira/tanira,enough,0.1519,functional,150.0,22.8,5. Aucune action,P3
16046,Arusha,Meru,Maji ya Chai,10.0,gravity,insufficient,0.2327,functional,98.0,22.8,5. Aucune action,P3
16528,Dodoma,Kondoa,Soera,,mono,enough,0.1521,functional,150.0,22.8,5. Aucune action,P3
50133,Singida,Iramba,Mtoa,3.0,afridev,enough,0.1061,functional,215.0,22.8,5. Aucune action,P3
66730,Rukwa,Mpanda,Mamba,24.0,gravity,enough,0.0931,functional needs repair,245.0,22.8,5. Aucune action,P3
50190,Morogoro,Morogoro Urban,Mazimbu,11.0,swn 80,enough,0.1757,functional,130.0,22.8,5. Aucune action,P3
31689,Iringa,Ludewa,Ibumi,4.0,gravity,dry,0.0907,functional,250.0,22.7,1. Étude hydrogéologique,P3
69908,Kagera,Karagwe,Kamuli,,other,enough,0.1516,functional,150.0,22.7,5. Aucune action,P3
4988,Pwani,Mkuranga,Vikindu,2.0,submersible,enough,0.0218,functional,1041.0,22.7,5. Aucune action,P3
50927,Arusha,Longido,Namanga,6.0,gravity,insufficient,0.0567,functional,400.0,22.7,5. Aucune action,P3
23677,Tabora,Nzega,Lusu,,afridev,enough,0.1515,functional,150.0,22.7,5. Aucune action,P3
44437,Tabora,Urambo,Kazaroho,,afridev,insufficient,0.1515,functional,150.0,22.7,5. Aucune action,P3
42747,Ruvuma,Namtumbo,Mkongo,1.0,gravity,seasonal,0.1259,functional,180.0,22.7,5. Aucune action,P3
12259,Iringa,Njombe,Makambako,2.0,nira/tanira,enough,0.2834,functional,80.0,22.7,5. Aucune action,P3
32689,Morogoro,Ulanga,Ilonga,2.0,nira/tanira,enough,0.0323,functional,700.0,22.6,5. Aucune action,P3
44867,Rukwa,Mpanda,Kabungu,23.0,india mark ii,enough,0.1506,functional,150.0,22.6,5. Aucune action,P3
25863,Shinyanga,Bariadi,Kasoli,,india mark ii,enough,0.0451,functional,500.0,22.6,5. Aucune action,P3
6000,Kilimanjaro,Mwanga,Kighare,6.0,gravity,insufficient,0.1128,functional,200.0,22.6,5. Aucune action,P3
49943,Shinyanga,Bariadi,Sakwe,,india mark ii,enough,0.0452,functional,500.0,22.6,5. Aucune action,P3
73493,Manyara,Babati,Magara,11.0,gravity,insufficient,0.0983,functional,230.0,22.6,5. Aucune action,P3
28396,Morogoro,Kilosa,Msowero,2.0,swn 80,insufficient,0.0829,functional,273.0,22.6,5. Aucune action,P3
36077,Ruvuma,Mbinga,Liuli,21.0,gravity,enough,0.0364,functional,620.0,22.6,5. Aucune action,P3
40762,Arusha,Arusha Urban,Sokon I,13.0,submersible,enough,0.1076,functional,210.0,22.6,5. Aucune action,P3
64126,Iringa,Njombe,Wanging'ombe,33.0,gravity,enough,0.3587,functional,63.0,22.6,4. Inspection de contrôle,P3
15036,Kigoma,Kigoma Rural,Kagongo,29.0,gravity,enough,0.1129,functional,200.0,22.6,5. Aucune action,P3
39864,Shinyanga,Bariadi,Mhango,,nira/tanira,enough,0.0449,functional,500.0,22.5,5. Aucune action,P3
51059,Mwanza,Kwimba,Hungumalwa,,mono,enough,0.0562,functional,400.0,22.5,5. Aucune action,P3
67914,Shinyanga,Bariadi,Mhunze,4.0,nira/tanira,enough,0.0225,functional,1000.0,22.5,5. Aucune action,P3
65625,Rukwa,Mpanda,Nsemulwa,3.0,submersible,enough,0.0401,functional,560.0,22.5,5. Aucune action,P3
50560,Mbeya,Chunya,Mbangala,,mono,enough,0.1503,functional needs repair,150.0,22.5,5. Aucune action,P3
30427,Morogoro,Kilosa,Dumila,1.0,swn 80,enough,0.1216,functional,185.0,22.5,5. Aucune action,P3
56593,Kagera,Karagwe,Ihanda,,gravity,seasonal,0.1498,functional,150.0,22.5,5. Aucune action,P3
66254,Mbeya,Mbeya Rural,Iwiji,,gravity,seasonal,0.1503,functional,150.0,22.5,5. Aucune action,P3
58736,Mwanza,Ukerewe,Bukanda,21.0,other,insufficient,0.0489,functional needs repair,460.0,22.5,5. Aucune action,P3
39538,Mbeya,Mbeya Rural,Iwiji,,gravity,seasonal,0.1503,functional,150.0,22.5,5. Aucune action,P3
13290,Shinyanga,Bariadi,Mhango,,nira/tanira,enough,0.0449,functional,500.0,22.5,5. Aucune action,P3
17188,Mwanza,Kwimba,Hungumalwa,,mono,enough,0.0562,functional,400.0,22.5,5. Aucune action,P3
58660,Kagera,Muleba,Ngenge,,gravity,enough,0.1496,functional,150.0,22.4,5. Aucune action,P3
52593,Singida,Singida Rural,Ihanja,10.0,nira/tanira,unknown,0.0748,functional,300.0,22.4,5. Aucune action,P3
24729,Mbeya,Kyela,Mwaya,,nira/tanira,dry,0.2235,functional,100.0,22.4,1. Étude hydrogéologique,P3
56356,Morogoro,Kilosa,Mabwerebwere,2.0,submersible,insufficient,0.4979,functional,45.0,22.4,4. Inspection de contrôle,P3
47996,Mara,Tarime,Pemba,4.0,other,enough,0.112,functional,200.0,22.4,5. Aucune action,P3
59386,Arusha,Arusha Rural,Mlangarini,14.0,gravity,enough,0.1492,functional,150.0,22.4,5. Aucune action,P3
6140,Singida,Iramba,Nduguti,7.0,mono,enough,0.0576,functional,389.0,22.4,5. Aucune action,P3
48474,Arusha,Arusha Rural,Mlangarini,13.0,gravity,insufficient,0.1492,functional,150.0,22.4,5. Aucune action,P3
32379,Tanga,Handeni,Sindeni,3.0,submersible,enough,0.2993,functional,75.0,22.4,5. Aucune action,P3
14966,Shinyanga,Shinyanga Rural,Tinde,,nira/tanira,seasonal,0.0448,functional,500.0,22.4,5. Aucune action,P3
20847,Morogoro,Kilosa,Magole,27.0,submersible,insufficient,0.0315,functional,712.0,22.4,5. Aucune action,P3
29014,Iringa,Njombe,Luduga,33.0,gravity,enough,0.2968,functional,75.0,22.3,5. Aucune action,P3
61178,Shinyanga,Bariadi,Sakwe,,india mark ii,enough,0.0446,functional,500.0,22.3,5. Aucune action,P3
1721,Shinyanga,Meatu,Mwandoya,,nira/tanira,enough,0.0446,functional,500.0,22.3,5. Aucune action,P3
62212,Mbeya,Chunya,Mbangala,,mono,enough,0.1484,functional needs repair,150.0,22.3,5. Aucune action,P3
62498,Ruvuma,Namtumbo,Luegu,20.0,swn 80,insufficient,0.1117,functional,200.0,22.3,5. Aucune action,P3
73231,Mara,Serengeti,Busawe,3.0,other - rope pump,enough,0.0295,functional,754.0,22.2,5. Aucune action,P3
21386,Arusha,Meru,Akheri,15.0,gravity,insufficient,0.4437,functional,50.0,22.2,4. Inspection de contrôle,P3
52456,Arusha,Arusha Rural,Oldonyosambu,13.0,gravity,enough,0.1481,functional,150.0,22.2,5. Aucune action,P3
45028,Arusha,Arusha Rural,Nduruma,13.0,gravity,insufficient,0.2219,functional,100.0,22.2,5. Aucune action,P3
48183,Manyara,Mbulu,Haidom,21.0,swn 80,enough,0.1488,functional,149.0,22.2,5. Aucune action,P3
18775,Kigoma,Kigoma Rural,Sunuka,7.0,gravity,enough,0.0296,functional needs repair,750.0,22.2,5. Aucune action,P3
50096,Shinyanga,Kishapu,Bugoro,,nira/tanira,seasonal,0.0443,functional,500.0,22.2,5. Aucune action,P3
32619,Arusha,Arusha Rural,Nduruma,13.0,gravity,insufficient,0.2219,functional,100.0,22.2,5. Aucune action,P3
26606,Mara,Serengeti,Ikoma,19.0,submersible,enough,0.0741,functional,300.0,22.2,5. Aucune action,P3
52840,Iringa,Mufindi,Idunda,,gravity,enough,0.4085,functional,54.0,22.1,4. Inspection de contrôle,P3
47491,Kilimanjaro,Mwanga,Kwakoa,21.0,gravity,enough,0.1838,functional,120.0,22.1,5. Aucune action,P3
17393,Tabora,Nzega,Lusu,,afridev,enough,0.1476,functional,150.0,22.1,5. Aucune action,P3
54115,Arusha,Meru,Ngarenanyuki,3.0,gravity,enough,0.1577,functional,140.0,22.1,5. Aucune action,P3
42907,Mbeya,Rungwe,Kisondela,,gravity,insufficient,0.1471,functional needs repair,150.0,22.1,5. Aucune action,P3
